gene_name_biomart,feature_id,effect_size,conf.low,conf.high,AveExpr,t,p_value,adj.P.Val,B,term,padj
SFRP5,seq.23296.29,0.7951297147865839,0.271853788870829,1.3184056407023388,10.206029835093393,7.199561200999811,1.0156305190054356e-10,3.48941628315439e-8,14.122091497743595,bridging fibrosis,3.48941628315439e-8
GALNT16,seq.8923.94,0.5524064924859778,0.18757023509522092,0.9172427498767348,11.973388729442917,7.173510387303523,1.1478106241944788e-10,3.7642971152559834e-8,14.004505025964507,bridging fibrosis,3.7642971152559834e-8
IGSF3,seq.9715.15,0.5254689181799841,0.17391150464208932,0.8770263317178788,8.813543364742866,7.081896422176964,1.8003834699482468e-10,5.6477246676854786e-8,13.572885733645178,bridging fibrosis,5.6477246676854786e-8
THBS2,seq.3339.33,1.2137063439851365,0.3949408200857871,2.032471867884486,13.795520389020309,7.0234884656513845,2.3895367425766653e-10,7.1835448323711e-8,13.301349049850481,bridging fibrosis,7.1835448323711e-8
SEMA3C,seq.6448.36,0.5902967964083313,0.190052780835412,0.9905408119812507,9.985577819594528,6.9878629392498635,2.838882958674723e-10,8.193016218735252e-8,13.136093164467516,bridging fibrosis,8.193016218735252e-8
ADGRG1,seq.18893.26,0.9709396101265924,0.30982599108003883,1.6320532291731458,10.93898350520081,6.9584885010800726,3.2715887719874837e-10,9.078658842265268e-8,13.000046991590795,bridging fibrosis,9.078658842265268e-8
ATP1B2,seq.7218.87,0.37179256998609417,0.1178598926533998,0.6257252473187885,12.01747605967282,6.93653094882405,3.6160360771098535e-10,9.66285196161022e-8,12.903773504910928,bridging fibrosis,9.66285196161022e-8
SEMA6A,seq.7945.10,0.44821302424041704,0.14010032897491842,0.7563257195059157,13.332682725794907,6.891838512630667,4.485006796758775e-10,1.1375379945290437e-7,12.697275171226869,bridging fibrosis,1.1375379945290437e-7
ADA2,seq.6077.63,0.9009163188254491,0.28111696100389694,1.5207156766470011,13.898373145088453,6.887032470999365,4.6161542023725083e-10,1.1375379945290437e-7,12.669923009523904,bridging fibrosis,1.1375379945290437e-7
PRSS22,seq.4534.10,0.5345739029231615,0.16653504455439067,0.9026127612919324,10.163640858680347,6.8819716206535695,4.729887711139475e-10,1.1375379945290437e-7,12.646586949412656,bridging fibrosis,1.1375379945290437e-7
MFAP4,seq.5636.10,0.8739352003461961,0.2706182133567737,1.4772521873356186,10.030827132342859,6.863292019168698,5.174212050760165e-10,1.20425612729789e-7,12.560505688461246,bridging fibrosis,1.20425612729789e-7
EFEMP1,seq.8480.29,0.5337235210094583,0.16434615679634224,0.9031008852225744,11.319543285697645,6.845908660931127,5.613511196422494e-10,1.2656713525683843e-7,12.48228181206109,bridging fibrosis,1.2656713525683843e-7
SEMA6B,seq.5121.3,0.6537185961711047,0.20045545533757558,1.106981737004634,10.73794576496798,6.833437623358565,5.971604312573854e-10,1.3056098519763746e-7,12.423099411903246,bridging fibrosis,1.3056098519763746e-7
SCARF2,seq.8956.96,0.3586817500006259,0.10661770260736253,0.6107457973938892,10.193314342175631,6.741531810056939,9.221875692108703e-10,1.9569362681930675e-7,12.006283159566012,bridging fibrosis,1.9569362681930675e-7
TIMP1,seq.2211.9,0.5902458667611459,0.1702496135128737,1.010242120009418,12.874238841263551,6.658571427225801,1.3756272347876064e-9,2.8357572854264516e-7,11.623296826950613,bridging fibrosis,2.8357572854264516e-7
TIMP1,seq.23173.3,0.6025468543473084,0.17272006624940794,1.0323736424452088,12.664223238473378,6.641958288347765,1.4896767798881494e-9,2.985560546359166e-7,11.547021376728901,bridging fibrosis,2.985560546359166e-7
LAMC2,seq.9580.5,0.716857624810682,0.2042340415298547,1.2294812080915094,11.303836092770558,6.625720716482526,1.609066265061432e-9,3.137679216869792e-7,11.473159459824116,bridging fibrosis,3.137679216869792e-7
LIFR,seq.5837.49,0.3286008680186734,0.09025461640792465,0.5669471196294221,11.115263587469613,6.531615237530492,2.4999399804926794e-9,4.7465965682249166e-7,11.050827460538928,bridging fibrosis,4.7465965682249166e-7
TRIL,seq.6527.1,0.4614482446528404,0.12640254594907113,0.7964939433566096,11.126141515143654,6.525098520271167,2.580617879072135e-9,4.77414307628345e-7,11.020464762664373,bridging fibrosis,4.77414307628345e-7
GNPTG,seq.10666.7,0.3492039988017252,0.09425821334854378,0.6041497842549066,9.811827056417505,6.489206354684274,3.0536277905649336e-9,5.376041453848209e-7,10.859236491343902,bridging fibrosis,5.376041453848209e-7
KERA,seq.10758.2,0.4621397380000576,0.12474601806777669,0.7995334579323385,10.94468225101758,6.4895071109512745,3.0549923715561546e-9,5.376041453848209e-7,10.858916406833009,bridging fibrosis,5.376041453848209e-7
IGF1,seq.2952.75,-0.7521162183297769,-1.307461285387495,-0.19677115127205902,13.596630390085473,-6.416834437867538,4.311007276114964e-9,7.338841705351134e-7,10.529343442629303,bridging fibrosis,7.338841705351134e-7
TNFRSF11B,seq.8304.50,0.6418221193824183,0.16768773878204618,1.1159564999827905,12.741184017552875,6.413750049611242,4.373807253362423e-9,7.338841705351134e-7,10.515498671946753,bridging fibrosis,7.338841705351134e-7
F2,seq.4157.2,-0.504192923933848,-0.8774235301292033,-0.1309623177384927,10.363635532832522,-6.4005647447915655,4.652606467081618e-9,7.594861672820246e-7,10.456345292367766,bridging fibrosis,7.594861672820246e-7
CDH17,seq.16613.3,1.0568370620714818,0.27404075005980755,1.839633374083156,12.05638686491812,6.396730635667899,4.7369199622579496e-09,7.594861672820246e-7,10.439153733584744,bridging fibrosis,7.594861672820246e-7
LINGO1,seq.6620.82,0.4985313621844552,0.12281794077550506,0.8742447835934053,12.829780221636497,6.286427294691321,7.89982440848163e-9,1.239070284939021e-6,9.949473523988695,bridging fibrosis,1.239070284939021e-6
CHST9,seq.11646.4,0.6180452389269464,0.15004476818758428,1.0860457096663085,9.553406513941237,6.257095365884237,9.084414200947817e-9,1.3945542225497552e-6,9.816013792688855,bridging fibrosis,1.3945542225497552e-6
IGFALS,seq.6605.17,-0.6389906149423428,-1.1263916673443997,-0.15158956254028577,14.672454541931316,-6.211647694502264,1.1215010263005581e-8,1.6857562301580263e-6,9.614474095403247,bridging fibrosis,1.6857562301580263e-6
ENG,seq.4908.6,0.4594123341731727,0.10782469005656092,0.8109999782897844,11.313980236499232,6.190773582187917,1.232200549880146e-8,1.814352442323521e-6,9.52428635132143,bridging fibrosis,1.814352442323521e-6
ADGRE5,seq.18881.7,0.5274675106069218,0.12233213128420167,0.9326028899296419,11.596191203756185,6.168709841689691,1.3677217628533022e-8,1.973622503797315e-6,9.424657713013604,bridging fibrosis,1.973622503797315e-6
LRRC32,seq.7551.33,0.4463750099932639,0.10309394080348994,0.7896560791830378,11.215190792298138,6.160597782475705,1.416053404952173e-8,2.0032990817117507e-6,9.391272422978751,bridging fibrosis,2.0032990817117507e-6
NRCAM,seq.5109.24,0.42212577566594506,0.09691365453004208,0.747337896801848,8.77036362037862,6.149899071931293,1.490782604918774e-8,2.068460864324799e-6,9.342234482834636,bridging fibrosis,2.068460864324799e-6
IL18BP,seq.3073.51,0.5111312472577756,0.11572296078962391,0.9065395337259272,12.35491812776993,6.124482664761714,1.6742145894645515e-8,2.2791430684880636e-6,9.231215921405418,bridging fibrosis,2.2791430684880636e-6
GALNS,seq.21724.22,0.8652800048546367,0.19474335428573653,1.5358166554235368,11.365972644731354,6.114105752051352,1.75896271940046e-8,2.35016963342117e-6,9.18411660299213,bridging fibrosis,2.35016963342117e-6
MFAP2,seq.10569.28,0.3145981606270361,0.0704149687154686,0.5587813525386036,9.861541304688593,6.10380465617549,1.837072125291486e-8,2.40990461526874e-6,9.142318576599168,bridging fibrosis,2.40990461526874e-6
ADGRE2,seq.4546.27,0.5263885711856702,0.11652768187778806,0.9362494604935523,10.598116919004399,6.085114749117935,2.009553277569582e-8,2.5890940888686667e-6,9.056798293147166,bridging fibrosis,2.5890940888686667e-6
FSTL3,seq.3438.10,0.44855370120654325,0.09796657987536106,0.7991408225377254,12.609341441900364,6.061480322961394,2.2310497360763544e-8,2.796530449184053e-6,8.956599609244828,bridging fibrosis,2.796530449184053e-6
IGFBP5,seq.2685.21,-0.34157601872687016,-0.6086230458795481,-0.0745289915741923,15.536537391886364,-6.059821590897988,2.248077145567222e-8,2.796530449184053e-6,8.949333154079754,bridging fibrosis,2.796530449184053e-6
ENPP2,seq.16892.23,0.7434842449275795,0.15763704274195678,1.3293314471132023,10.840355287117141,6.012930838676922,2.7964758116629212e-8,3.419758132397962e-6,8.740998145346262,bridging fibrosis,3.419758132397962e-6
SEMA6A,seq.5122.92,0.3432857033129195,0.0723349220732677,0.6142364845525714,9.193819304090507,6.0024081465563865,2.9232208107336558e-8,3.466281096905872e-6,8.698387947192696,bridging fibrosis,3.466281096905872e-6
NEO1,seq.8900.28,0.34571703026839196,0.07282210703822811,0.6186119534985558,11.842283163238797,6.001855440144311,2.930604946794985e-8,3.466281096905872e-6,8.695977554928108,bridging fibrosis,3.466281096905872e-6
DDR1,seq.11836.144,0.302629901702998,0.06272395184426394,0.5425358515617321,8.948195858619382,5.976281301250066,3.2931087602245405e-8,3.7880302087549536e-6,8.58456072445669,bridging fibrosis,3.7880302087549536e-6
HSPG2,seq.15626.223,0.3653470657347709,0.07567606407838467,0.6550180673911571,10.541233367587719,5.97531515472381,3.307635525316176e-8,3.7880302087549536e-6,8.580355972931871,bridging fibrosis,3.7880302087549536e-6
PCDH17,seq.21395.23,0.6620984866839235,0.13637410311019582,1.187822870257651,11.018369357222287,5.967099418002357,3.4462428544737144e-8,3.839879680382267e-6,8.54139855838887,bridging fibrosis,3.839879680382267e-6
PLAU,seq.4158.54,0.36245290440647904,0.07460217437813954,0.6503036344348185,11.09203682092072,5.965467204592522,3.459351063407448e-8,3.839879680382267e-6,8.537515144273536,bridging fibrosis,3.839879680382267e-6
IGFBP5,seq.19581.15,-0.5670631037078899,-1.0184632641385871,-0.11566294327719284,12.644156051696275,-5.952076170893374,3.6899643518598266e-8,4.0338019391922195e-6,8.476127477158128,bridging fibrosis,4.0338019391922195e-6
CNTNAP2,seq.6965.19,0.4873740197058182,0.099048211768973,0.8756998276426633,9.936028761651793,5.946547866635608,3.783853246894075e-8,4.07470166811056e-6,8.452128403333134,bridging fibrosis,4.07470166811056e-6
PTK7,seq.9525.1,0.3462126798507946,0.0679719049448409,0.6244534547567484,11.123936010629127,5.894980990662274,4.764156440641111e-8,5.054910105768473e-6,8.231866014548496,bridging fibrosis,5.054910105768473e-6
NLGN1,seq.8052.115,0.39064743403023117,0.07495375248797204,0.7063411155724904,9.330751855482976,5.862763647098486,5.522842039436233e-8,5.774971784714844e-6,8.090932943341985,bridging fibrosis,5.774971784714844e-6
LRRC4C,seq.9369.174,0.31914084317846203,0.06058397393942311,0.5776977124175009,9.533218735160684,5.847719348620832,5.898856289115751e-8,6.080035446567163e-6,8.027905733767055,bridging fibrosis,6.080035446567163e-6
TIMP1,seq.25967.34,0.3566461281108718,0.06484845983310294,0.6484437963886407,15.053447295540598,5.79049791894714,7.632192092041017e-8,7.755812104799428e-6,7.782038971392653,bridging fibrosis,7.755812104799428e-6
SPON1,seq.5496.49,0.3645266680681685,0.06404413958628541,0.6650091965500516,12.980627034347062,5.74738505596997,9.260020497661043e-8,9.27931220703117e-6,7.59758531633349,bridging fibrosis,9.27931220703117e-6
GGT5,seq.21548.20,0.29720145546577564,0.052074281902571046,0.5423286290289803,10.380620273757318,5.744069524632396,9.398466018259004e-8,9.289031824895714e-6,7.583428709155866,bridging fibrosis,9.289031824895714e-6
MMP7,seq.2789.26,0.823822041718521,0.1412377250519682,1.5064063583850738,13.111770052048449,5.7184180398513185,1.0573989922038992e-7,1.0309640173988018e-5,7.47126482190985,bridging fibrosis,1.0309640173988018e-5
OLFML3,seq.8660.5,0.37043291823002095,0.06286287669553581,0.6780029597645061,13.865315093386553,5.705921009974416,1.1145229993885177e-7,1.0605434129937807e-5,7.420838823596622,bridging fibrosis,1.0605434129937807e-5
TAF12,seq.22797.20,0.5383826604803706,0.09133858491620056,0.9854267360445408,10.403959964710825,5.706101851789997,1.1171351266462555e-7,1.0605434129937807e-5,7.41885256028654,bridging fibrosis,1.0605434129937807e-5
PPP4R3A,seq.10866.60,0.6408775209595914,0.10163855365040964,1.1801164882687731,12.291164306878859,5.631091306986146,1.5593427988910998e-7,1.4611244537661407e-5,7.100885240311296,bridging fibrosis,1.4611244537661407e-5
PDE4C,seq.20221.26,0.631553999788433,0.09880914277457709,1.1642988568022887,13.241166160485285,5.616813748309367,1.6611425764450918e-7,1.53655688321171e-5,7.040608165760554,bridging fibrosis,1.53655688321171e-5
C7,seq.2888.49,0.29375091579411666,0.04547675647992411,0.5420250751083092,16.365808438451637,5.605416954312074,1.741872066721793e-7,1.5908363242275615e-5,6.995139930762665,bridging fibrosis,1.5908363242275615e-5
B3GALT5,seq.20593.10,0.29955320486420334,0.046110090725977715,0.552996319002429,10.411155296430877,5.599557229558386,1.7876078723675057e-7,1.6121988498914444e-5,6.9704408407804515,bridging fibrosis,1.6121988498914444e-5
CA11,seq.8859.51,0.47266128008554087,0.06740659217571343,0.8779159679953683,8.858787398053801,5.526125941338197,2.477862240267686e-7,2.20713284734955e-5,6.6596095753412765,bridging fibrosis,2.20713284734955e-5
ART4,seq.6576.1,0.5062950412980513,0.06986241573028101,0.9427276668658215,10.9712146321609,5.496487744175965,2.8218741716841716e-7,2.482905140085524e-5,6.535803667518044,bridging fibrosis,2.482905140085524e-5
FCHSD1,seq.24895.25,-0.28935500679023485,-0.5397147947368865,-0.03899521884358309,10.56214838695806,-5.4755360165490305,3.084359976182071e-7,2.681163521464294e-5,6.450882947194435,bridging fibrosis,2.681163521464294e-5
GDF15,seq.4374.45,0.8706192138955068,0.11687772357045945,1.6243607042205541,14.579264215568498,5.472737583889807,3.1309346931884574e-7,2.6892492632565142e-5,6.436850183692453,bridging fibrosis,2.6892492632565142e-5
BMP6,seq.3736.60,0.3859410173177348,0.05059776860350379,0.7212842660319658,10.570737686784705,5.452726052944586,3.4129229382412056e-7,2.89696929404827e-5,6.3546564304932005,bridging fibrosis,2.89696929404827e-5
IL1RL1,seq.4234.8,0.6225414007984083,0.08081864223635482,1.1642641593604617,11.739600081233194,5.444900603860034,3.5355296141262345e-7,2.9661449030140442e-5,6.321162544016646,bridging fibrosis,2.9661449030140442e-5
INSR,seq.3448.13,0.5780072635462942,0.06857105269543506,1.0874434743971533,13.045444599833742,5.375789856054983,4.77432873730169e-7,3.9594002114519186e-5,6.035332101096948,bridging fibrosis,3.9594002114519186e-5
NRP1,seq.5542.22,0.38691062936118703,0.04391361993308707,0.729907638789287,11.337018311800735,5.344270716851314,5.460767513408425e-7,4.4772088192320205e-5,5.907379977660533,bridging fibrosis,4.4772088192320205e-5
LARGE1,seq.7935.26,0.4049158888931283,0.04546786103468348,0.7643639167515731,10.243587688232587,5.3373724864697545,5.637268922936885e-7,4.5699882335943394e-5,5.877311977574692,bridging fibrosis,4.5699882335943394e-5
IL19,seq.3035.80,0.40365848644734137,0.04463151369879104,0.7626854591958917,12.72641764887291,5.3265723293051925,5.891575107299853e-7,4.7230793776853824e-5,5.835130471395059,bridging fibrosis,4.7230793776853824e-5
PLXNC1,seq.4564.2,0.36643929557499166,0.038658031046493735,0.6942205601034896,13.55187080130615,5.296367681039556,6.710001126025733e-7,5.283383349829598e-5,5.711463757896571,bridging fibrosis,5.283383349829598e-5
IL1R1,seq.2991.9,0.5467480405517771,0.05760342213949998,1.035892658964054,11.92716767135456,5.296009487239401,6.73695451398923e-7,5.283383349829598e-5,5.707880051153868,bridging fibrosis,5.283383349829598e-5
ROBO1,seq.5740.17,0.3293646907890264,0.03392579351539132,0.6248035880626615,12.486702695880025,5.281649522725262,7.148227814697145e-7,5.545641256240849e-5,5.651329651819237,bridging fibrosis,5.545641256240849e-5
CD5L,seq.3293.2,0.7614456168211123,0.07623341460483957,1.446657819037385,13.491469319016117,5.2651724684646855,7.690640316899699e-7,5.90297551983312e-5,5.582045658693918,bridging fibrosis,5.90297551983312e-5
MERTK,seq.19787.14,0.595654261104017,0.05778925653029521,1.1335192656777386,11.153588562205222,5.247105101748731,8.30941892749567e-7,6.302499284120928e-5,5.508512100568568,bridging fibrosis,6.302499284120928e-5
NQO1,seq.9837.60,1.0065419039932617,0.09728194244478783,1.9158018655417357,10.650869245051295,5.244964960181182,8.3858618333417765e-07,6.302499284120928e-5,5.499811277830286,bridging fibrosis,6.302499284120928e-5
ASPN,seq.6451.64,0.3338739297602218,0.03168292872592715,0.6360649307945164,13.469458723183308,5.234331153519827,8.755175252173398e-7,6.512225715920729e-5,5.458641182766275,bridging fibrosis,6.512225715920729e-5
CHST15,seq.14097.86,0.26944806159613494,0.025338495565801117,0.5135576276264687,10.550951530074823,5.2293833347760605,8.942310826568998e-7,6.583548225887278e-5,5.4385496530815605,bridging fibrosis,6.583548225887278e-5
NOTCH3,seq.5108.72,0.30661768295192343,0.026894851949825604,0.5863405139540212,15.069814120606784,5.193133605737203,1.0437683350885707e-6,7.554752823004452e-5,5.29168218759988,bridging fibrosis,7.554752823004452e-5
GATAD1,seq.22154.37,-0.3019797782938202,-0.577515397795245,-0.026444158792395478,15.360386093645985,-5.192306559829243,1.0474502689071237e-6,7.554752823004452e-5,5.288338203661567,bridging fibrosis,7.554752823004452e-5
FAS,seq.9459.7,0.3260456883715653,0.028422250155898277,0.6236691265872323,11.65066172956029,5.19005004500398,1.0575606862417874e-6,7.554752823004452e-5,5.279216023058654,bridging fibrosis,7.554752823004452e-5
CSF1R,seq.13682.47,0.48098442763729826,0.041364812887900615,0.9206040423866959,12.425583625411763,5.183853905015394,1.0883154739894293e-6,7.651117952641973e-5,5.252216575796735,bridging fibrosis,7.651117952641973e-5
GEMIN7,seq.22155.44,-0.48340585057413493,-0.9253111626823176,-0.04150053846595231,12.030713665406658,-5.1830032240487,1.092259388942652e-6,7.651117952641973e-5,5.2487817266807255,bridging fibrosis,7.651117952641973e-5
ALCAM,seq.5451.1,0.2813009120870677,0.02385601386213254,0.5387458103120029,13.46737091486718,5.1766292744938855,1.1196910826332762e-6,7.767856885768354e-5,5.225008395599637,bridging fibrosis,7.767856885768354e-5
NMS,seq.9503.1,-0.3438639242865746,-0.6588412963072439,-0.028886552265905252,10.793441313937734,-5.172149397352434,1.1414551148659246e-6,7.843427289292995e-5,5.206750753479737,bridging fibrosis,7.843427289292995e-5
ACAA1,seq.17782.23,0.9987362767114055,0.08102386856487842,1.9164486848579325,13.069107191064496,5.156357498544696,1.223108099488963e-6,8.325212205483837e-5,5.141357120743725,bridging fibrosis,8.325212205483837e-5
FAS,seq.5392.73,0.3189206813712578,0.025134671245670925,0.6127066914968446,13.410515557989152,5.142943884103994,1.2917492900028756e-6,8.710253390066118e-5,5.089307600269635,bridging fibrosis,8.710253390066118e-5
GLYAT,seq.19506.6,0.7645640093067416,0.059578739426194405,1.4695492791872888,11.53139338284927,5.13845557893601,1.319483486748769e-6,8.814882737863304e-5,5.069363891116218,bridging fibrosis,8.814882737863304e-5
CEMIP2,seq.8992.1,0.6240311289795016,0.04740833836764469,1.2006539195913586,9.349556461947984,5.127589502713221,1.3815536548565596e-6,9.144871210816585e-5,5.025736501333686,bridging fibrosis,9.144871210816585e-5
MAT2A,seq.19788.6,-0.26866309400166544,-0.5171697312062309,-0.020156456797100042,12.215939827322321,-5.121889832345233,1.4121169670732455e-6,9.262203561303152e-5,5.004753212729506,bridging fibrosis,9.262203561303152e-5
PLTP,seq.15475.4,0.378823474387054,0.028210099647125786,0.7294368491269823,13.977486062021672,5.118805376764226,1.4306457590037856e-6,9.299197433524606e-5,4.992382830858597,bridging fibrosis,9.299197433524606e-5
EMC10,seq.24664.3,0.2470172337944276,0.0182377693488206,0.4757966982400346,8.876387508199961,5.115291983520533,1.452040231714072e-6,9.353991314122348e-5,4.9782974733652114,bridging fibrosis,9.353991314122348e-5
IGFBP3,seq.2571.12,-0.452825316039105,-0.8725954138015175,-0.0330552182766925,14.18053651174909,-5.111142617336791,1.4809565615016002e-6,9.455842116136323e-5,4.959804524770227,bridging fibrosis,9.455842116136323e-5
ITGAV|ITGB3,seq.20187.10,0.465242478807554,0.03345036130397516,0.8970345963111328,11.23712804250425,5.10509055396529,1.5192627214281034e-6,9.615333802722601e-5,4.935574270646033,bridging fibrosis,9.615333802722601e-5
CHAD,seq.13460.4,-0.59480929374646,-1.1529206923849264,-0.03669789510799348,12.757835921753289,-5.0495845929434715,1.918762731308297e-6,1.2038150527295097e-4,4.714136462583902,bridging fibrosis,1.2038150527295097e-4
SPON2,seq.8099.42,0.356009125484109,0.021163757289008767,0.6908544936792093,12.974567533673007,5.0370591168445165,2.0179485931077534e-6,1.2551292326959e-4,4.666133872008983,bridging fibrosis,1.2551292326959e-4
CDH23,seq.25272.17,-0.23446671237495656,-0.45512850227240254,-0.013804922477510556,14.841038834704888,-5.03401228213583,2.043867330706e-6,1.2603848539353667e-4,4.654034068402444,bridging fibrosis,1.2603848539353667e-4
SMPD1,seq.10818.36,0.5549199554184628,0.032263183209304436,1.0775767276276214,10.18160726723394,5.030516288780221,2.0783295725570675e-6,1.2611375610226531e-4,4.638395112976328,bridging fibrosis,1.2611375610226531e-4
MCAM,seq.20512.2,0.36847042548245723,0.021407744724578015,0.7155331062403365,10.933270671154743,5.030089855317722,2.0800467049438077e-6,1.2611375610226531e-4,4.63751397532228,bridging fibrosis,1.2611375610226531e-4
KREMEN1,seq.17331.138,0.23820352416824703,0.013606977573449891,0.4628000707630442,10.594393344010202,5.024644285658103,2.1256071423246126e-6,1.275805789791935e-4,4.616858535034497,bridging fibrosis,1.275805789791935e-4
GPC3,seq.4842.62,0.6186832256669983,0.03516474428986005,1.2022017070441366,9.051358563690647,5.0235707650595485,2.13960499743346e-6,1.275805789791935e-4,4.6108490904396735,bridging fibrosis,1.275805789791935e-4
OTC,seq.15431.31,1.239741346278868,0.06818193677354611,2.4113007557841897,12.290390220784712,5.013783397917269,2.2289487083448174e-6,1.3181856500580212e-4,4.57207080334396,bridging fibrosis,1.3181856500580212e-4
PSG9,seq.9335.28,0.7657348477319461,0.041799418954347134,1.489670276509545,9.09000007597431,5.011611297260743,2.2492639717205604e-6,1.319385329753158e-4,4.5634708977282195,bridging fibrosis,1.319385329753158e-4
TEK,seq.3773.15,0.2983156058109995,0.01514419957470381,0.5814870120472951,10.245848450691135,4.9909910288839585,2.4463586205898164e-6,1.417570461392197e-4,4.4836520198578516,bridging fibrosis,1.417570461392197e-4
MED10,seq.23264.42,-0.26894343609968424,-0.5242817633907526,-0.013605108808615873,10.559019043184875,-4.990052947343233,2.4559432803052617e-6,1.417570461392197e-4,4.479946588535061,bridging fibrosis,1.417570461392197e-4
SEMA6D,seq.20530.2,0.3620364027230023,0.017202881840150064,0.7068699236058545,10.072195372582316,4.974409835741076,2.6265312879064894e-6,1.5040018446226444e-4,4.416527567585794,bridging fibrosis,1.5040018446226444e-4
PRTG,seq.21397.21,0.3313799489530079,0.014412176407755495,0.6483477214982603,10.897099503043373,4.953062076424622,2.864825870857e-6,1.627536902223091e-4,4.334061872619971,bridging fibrosis,1.627536902223091e-4
MINPP1,seq.5586.66,0.22212061025973692,0.008208901864274198,0.43603231865519965,10.922657713482128,4.919426942388628,3.292837670951719e-6,1.8560799840559885e-4,4.202183192842583,bridging fibrosis,1.8560799840559885e-4
