gene_name_biomart,feature_id,effect_size,conf.low,conf.high,AveExpr,t,p_value,adj.P.Val,B,term,padj
NPNT,ENSG00000168743,1.6184678453618702,0.550179710074195,2.6867559806495454,1.7662331943628173,7.494591689721656,2.2354570323753697e-11,1.6335300585666022e-8,15.413295120352316,bridging fibrosis,1.6335300585666022e-8
ATP11C,ENSG00000101974,-0.42619668846645525,-0.7066126577968228,-0.14578071913608776,7.4019966359627,-7.518645959006624,1.9840058645011764e-11,1.558797334904674e-8,15.28591524261942,bridging fibrosis,1.558797334904674e-8
KDR,ENSG00000128052,-0.48122893769806546,-0.7989936750636786,-0.1634642003324523,7.050791603170348,-7.491664843477204,2.2681354588139112e-11,1.6335300585666022e-8,15.17810358902797,bridging fibrosis,1.6335300585666022e-8
ITPR3,ENSG00000096433,0.833149729467219,0.27006226318407744,1.3962371957503605,3.659976108130573,7.319467786449265,5.31222042970906e-11,3.5316050049046575e-8,14.7245838603113,bridging fibrosis,3.5316050049046575e-8
PLA2R1,ENSG00000153246,0.8423297574855837,0.2682145062782165,1.4164450086929508,3.1645892442329866,7.257973300692052,7.189079304579291e-11,4.284939164815622e-8,14.455358338976566,bridging fibrosis,4.284939164815622e-8
CDH6,ENSG00000113361,1.8466393503468044,0.5946540426188112,3.0986246580747974,1.522278922950892,7.296509630921671,5.94797811848352e-11,3.739417450731915e-8,14.439154283414357,bridging fibrosis,3.739417450731915e-8
GPC3,ENSG00000147257,3.1667807609282357,1.0313506671920156,5.302210854664455,0.4279255736841976,7.336094983706224,4.894327167845985e-11,3.3839378038487136e-8,14.2684312387493,bridging fibrosis,3.3839378038487136e-8
STAB2,ENSG00000136011,-0.6147129119208862,-1.031688082422903,-0.19773774141886935,7.6793670742642215,-7.292802413014911,6.05748849409856e-11,3.739417450731915e-8,14.166877735607487,bridging fibrosis,3.739417450731915e-8
LUM,ENSG00000139329,1.2639398069916778,0.3934100163874862,2.1344695975958694,4.4854751580875645,7.1824905083402015,1.0411395282162383e-10,5.805192498457316e-8,13.969904781999386,bridging fibrosis,5.805192498457316e-8
ANTXR1,ENSG00000169604,1.0838170588551823,0.33586578935223443,1.8317683283581303,4.327023779792358,7.1682804028830525,1.1161699532628985e-10,6.029061763171625e-8,13.924333867395974,bridging fibrosis,6.029061763171625e-8
BICC1,ENSG00000122870,1.2593827547180827,0.3767010185304628,2.1420644909057027,3.544527822397015,7.058069136068208,1.9120119681297085e-10,1.0014886930036972e-7,13.490509633380011,bridging fibrosis,1.0014886930036972e-7
VCAN,ENSG00000038427,1.240607512487901,0.36319255641238535,2.118022468563417,5.465629194334218,6.9945806225893294,2.603921427736595e-10,1.3237877023066778e-7,12.931693370492546,bridging fibrosis,1.3237877023066778e-7
CACNA1C,ENSG00000151067,1.7352318276781666,0.4893393906114676,2.9811242647448655,2.541298848119797,6.889841990252156,4.3255960712871984e-10,1.9675770550578742e-7,12.721022348113763,bridging fibrosis,1.9675770550578742e-7
SVEP1,ENSG00000165124,0.8095441224919111,0.2338084513573674,1.385279793626455,5.77413499605976,6.955841744384085,3.1425386757575856e-10,1.5519651717277104e-7,12.708788942004382,bridging fibrosis,1.5519651717277104e-7
CES3,ENSG00000172828,-0.7264609684069372,-1.2465417842686755,-0.20638015254519904,4.354577582768163,-6.909931746977399,3.925128583481619e-10,1.833671555823778e-7,12.691471407676023,bridging fibrosis,1.833671555823778e-7
CHD3,ENSG00000170004,0.7325477452002653,0.20837165100288269,1.2567238393976479,5.074774387750656,6.913389602415595,3.860002705307892e-10,1.833671555823778e-7,12.5990860027166,bridging fibrosis,1.833671555823778e-7
DPEP1,ENSG00000015413,3.4049700027656007,1.062430456972594,5.747509548558607,-5.189594883249999,7.190492963907888,1.0011096810794083e-10,5.768060279152524e-8,12.562803709498029,bridging fibrosis,5.768060279152524e-8
MAP1B,ENSG00000131711,1.2888433646500725,0.3569747494421164,2.2207119798580286,3.5306333045252964,6.8419163706517,5.451672993185937e-10,2.298345553346803e-7,12.476135581630139,bridging fibrosis,2.298345553346803e-7
TNXB,ENSG00000168477,0.6824916752618109,0.19094584529086023,1.1740375052327616,7.003854900425272,6.868559250085567,4.794001537475866e-10,2.1247260660325731e-7,12.173863202785869,bridging fibrosis,2.1247260660325731e-7
KRT7,ENSG00000135480,1.4042463014233075,0.3779881279029682,2.430504474943647,2.1856422534432074,6.768913531506034,7.746871318712968e-10,3.0432879714534916e-7,12.14116235244926,bridging fibrosis,3.0432879714534916e-7
CLSTN2,ENSG00000158258,2.2920298110266,0.618089600323183,3.965970021730017,0.5396059301690095,6.773492069322529,7.57831597456637e-10,3.0432879714534916e-7,11.829230035496312,bridging fibrosis,3.0432879714534916e-7
GHR,ENSG00000112964,-0.4882286067403577,-0.8423140118486041,-0.1341432016321113,9.939941992401545,-6.820991415089521,6.030133402075149e-10,2.4816870441635464e-7,11.804782270070659,bridging fibrosis,2.4816870441635464e-7
C1orf198,ENSG00000119280,1.0551015992612034,0.2757668748765292,1.8344363236458776,1.6868885182572562,6.697343294034632,1.09186098856986e-9,4.1027863450934845e-7,11.755404572453239,bridging fibrosis,4.1027863450934845e-7
CTSL,ENSG00000135047,-0.4813638849321874,-0.8335750643698476,-0.12915270549452723,6.900277209734719,-6.760871373888454,8.051961691649941e-10,3.092847952003761e-7,11.671864552703873,bridging fibrosis,3.092847952003761e-7
PCNX2,ENSG00000135749,1.3193760161833952,0.33638692755370747,2.3023651048130827,2.8795819711751016,6.639757140991847,1.437714046129676e-9,5.071609650479887e-7,11.57771310192328,bridging fibrosis,5.071609650479887e-7
KRT23,ENSG00000108244,3.8547863013755412,1.0698829448357046,6.639689657915378,-2.992076644602429,6.847349334084431,5.310687561818493e-10,2.2948808626508165e-7,11.280893939798823,bridging fibrosis,2.2948808626508165e-7
SMOC2,ENSG00000112562,3.012828982070278,0.7829213033789966,5.242736660761559,-0.012308977491087265,6.683745489764936,1.1652519118883805e-9,4.262827035437718e-7,11.278046216211585,bridging fibrosis,4.262827035437718e-7
MOXD1,ENSG00000079931,2.5311191000070554,0.6190138772779483,4.443224322736162,0.6198232572128229,6.548368338010674,2.2209757971548062e-9,7.527366010553103e-7,10.875518787360239,bridging fibrosis,7.527366010553103e-7
LAMC3,ENSG00000050555,1.589624709896849,0.3794726233664967,2.799776796427201,4.333457200990071,6.498108487843727,2.8183472543225843e-9,9.191534394521862e-7,10.771072199760798,bridging fibrosis,9.191534394521862e-7
FBN1,ENSG00000166147,0.710910283478122,0.173504168593559,1.248316398362685,6.917474879366919,6.544018212511705,2.26730372631641e-9,7.536604790265221e-7,10.652585789817893,bridging fibrosis,7.536604790265221e-7
ACAT1,ENSG00000075239,-0.46651758486400924,-0.8175920712796905,-0.11544309844832795,9.583061608795882,-6.573566429843691,1.970447810771018e-9,6.811838081835409e-7,10.65034285780972,bridging fibrosis,6.811838081835409e-7
NBEA,ENSG00000172915,0.8514810890325581,0.20167383129479322,1.501288346770323,4.8023264694230825,6.482204916444127,3.0385448814739378e-9,9.71946998342046e-7,10.620770148265468,bridging fibrosis,9.71946998342046e-7
SLC6A11,ENSG00000132164,3.709081786212851,0.962495934997182,6.455667637428521,-4.763073930449453,6.680447231753299,1.1837760931501906e-9,4.262827035437718e-7,10.531874615151905,bridging fibrosis,4.262827035437718e-7
KDM8,ENSG00000155666,-0.6729996064652826,-1.1891919228024317,-0.15680729012813344,4.863970403951044,-6.449641588908836,3.543765996062568e-9,1.093821343606098e-6,10.46050290446248,bridging fibrosis,1.093821343606098e-6
FBLN1,ENSG00000077942,1.2285930992425447,0.2775562450233403,2.179629953461749,2.8073062930342183,6.390620547193168,4.67955119285525e-9,1.326000694565623e-6,10.448822825183363,bridging fibrosis,1.326000694565623e-6
LIMA1,ENSG00000050405,0.5517194038380473,0.1262007651103772,0.9772380425657174,4.0031893160618655,6.41404462179852,4.191193728362718e-9,1.2365039704342017e-6,10.437365417923349,bridging fibrosis,1.2365039704342017e-6
MAP3K1,ENSG00000095015,0.368421825265832,0.0870988070205968,0.6497448435110672,6.112261225413043,6.4784690494314905,3.0926864280481656e-9,9.71946998342046e-7,10.424718146652578,bridging fibrosis,9.71946998342046e-7
LTBP4,ENSG00000090006,0.7094248698139808,0.16238495125125452,1.256464788376707,4.473874837346719,6.415340280172977,4.165700887087895e-9,1.2365039704342017e-6,10.366946267639669,bridging fibrosis,1.2365039704342017e-6
RBP5,ENSG00000139194,-0.5664054764009204,-1.003578480818531,-0.12923247198330973,5.548439911069703,-6.409238224452727,4.287114658082897e-9,1.2365039704342017e-6,10.172709238671654,bridging fibrosis,1.2365039704342017e-6
GLYATL1,ENSG00000166840,-0.36084312277296976,-0.6393662773823594,-0.08231996816358017,7.393990488039292,-6.40898763669148,4.292174615334227e-9,1.2365039704342017e-6,9.989453788396892,bridging fibrosis,1.2365039704342017e-6
PALLD,ENSG00000129116,0.8308586285110252,0.1808211826084929,1.4808960744135575,4.661930029500502,6.322969192809553,6.427716489802318e-9,1.7635409448608423e-6,9.912260650558908,bridging fibrosis,1.7635409448608423e-6
F3,ENSG00000117525,1.9185220653374182,0.404496970549149,3.4325471601256874,1.3432995997411619,6.268534660243149,8.289867988954293e-9,2.076672002740217e-6,9.814535670938156,bridging fibrosis,2.076672002740217e-6
PAPLN,ENSG00000100767,1.6559623841218682,0.35489322036310744,2.957031547880629,0.2883393363049876,6.296256179703522,7.283281532496653e-9,1.9074472922606763e-6,9.719146975682156,bridging fibrosis,1.9074472922606763e-6
LOXL1,ENSG00000129038,2.3514775301148223,0.5258947004285774,4.177060359801067,-0.9286288591225087,6.3719388217774755,5.108932594580149e-9,1.4243209660857724e-6,9.71646706578955,bridging fibrosis,1.4243209660857724e-6
novel FIP1L1-PDGFRA fusion protein,ENSG00000282278,0.7139184028606851,0.15348043638286257,1.2743563693385076,5.407080770115413,6.301636313170755,7.1023856985072246e-9,1.888688258441498e-6,9.697954217165602,bridging fibrosis,1.888688258441498e-6
MICALL2,ENSG00000164877,0.6792930575500058,0.13895896087304005,1.2196271542269717,2.95654172116708,6.219093827397308,1.0436694607636723e-8,2.5055314762916773e-6,9.674050184071444,bridging fibrosis,2.5055314762916773e-6
FAP,ENSG00000078098,3.0488689241829245,0.6379256406672384,5.459812207698611,0.020404985467646384,6.255817440526116,8.796396194220354e-9,2.1720815459585544e-6,9.484079037960008,bridging fibrosis,2.1720815459585544e-6
RELN,ENSG00000189056,-0.5352904558077782,-0.9546692735408372,-0.11591163807471927,9.0096259912465,-6.314156117460461,6.698409548154717e-9,1.8090938912477232e-6,9.468344120130615,bridging fibrosis,1.8090938912477232e-6
SEMA3E,ENSG00000170381,2.115971975766412,0.4362401219935039,3.7957038295393204,0.3430961094990974,6.231638619449494,9.845021459842026e-9,2.3967774075122453e-6,9.460743522317347,bridging fibrosis,2.3967774075122453e-6
IGHG1,ENSG00000211896,1.6432013272201862,0.3474181781542205,2.938984476286152,8.521352934359701,6.273223429308163,8.110463742296782e-9,2.061608320376469e-6,9.301235255132791,bridging fibrosis,2.061608320376469e-6
MAP1A,ENSG00000166963,2.144568235960039,0.4223129184969927,3.8668235534230853,0.5207809082324669,6.159913895256673,1.373556278118075e-8,3.2083676036852606e-6,9.199420164146638,bridging fibrosis,3.2083676036852606e-6
CIITA,ENSG00000179583,0.6749836795017546,0.1359873272470059,1.2139800317565035,5.913956412939618,6.194977776049222,1.1674249823576604e-8,2.764238468500296e-6,9.145447511352057,bridging fibrosis,2.764238468500296e-6
NAV3,ENSG00000067798,1.5334287112149632,0.287790095708615,2.7790673267213113,2.783899259266443,6.089811276431346,1.898983951315359e-8,4.318939157695524e-6,9.110471094348544,bridging fibrosis,4.318939157695524e-6
SOD3,ENSG00000109610,2.306182259491946,0.48873818085404364,4.123626338129848,-1.9478258576577852,6.27718425572707,7.961899569395743e-9,2.0540512545821708e-6,9.108033723278382,bridging fibrosis,2.0540512545821708e-6
SPON1,ENSG00000262655,2.0229567606542918,0.38555461640632527,3.6603589049022585,0.4034376129426807,6.111721443358696,1.716437100688695e-8,3.955815371387212e-6,8.972801966631597,bridging fibrosis,3.955815371387212e-6
NALCN,ENSG00000102452,1.6856407247396445,0.30775471934701115,3.0635267301322777,2.877280453195091,6.051792553460763,2.2621657700880723e-8,4.943682144817172e-6,8.938135803979291,bridging fibrosis,4.943682144817172e-6
DCDC2,ENSG00000146038,1.6144518794061324,0.29245953197669294,2.936444226835572,1.996225845682314,6.041273122512938,2.3742004815521684e-8,5.004640893125515e-6,8.897323667425283,bridging fibrosis,5.004640893125515e-6
ANK3,ENSG00000151150,0.7224561192285193,0.13161014603329912,1.3133020924237395,6.3666706846830285,6.048803836994895,2.2934560987934213e-8,4.943682144817172e-6,8.434140379071998,bridging fibrosis,4.943682144817172e-6
KLKB1,ENSG00000164344,-0.41230405162480593,-0.7480263835244509,-0.07658171972516098,8.800689136303797,-6.0753272754179575,2.0300205332035323e-8,4.557000638496501e-6,8.388572913466211,bridging fibrosis,4.557000638496501e-6
SLCO1B3,ENSG00000111700,-0.6628794866020212,-1.2035037477153372,-0.12225522548870538,8.505536828518025,-6.0655663115882446,2.1233084288142565e-8,4.7053059220582595e-6,8.357578299286379,bridging fibrosis,4.7053059220582595e-6
CLEC1B,ENSG00000165682,-0.762012243540309,-1.3939650288919088,-0.13005945818870934,4.552704112371715,-5.964988677788476,3.367241794644688e-8,6.767764467492259e-6,8.317559768280725,bridging fibrosis,6.767764467492259e-6
ALDH2,ENSG00000111275,-0.4206531125913081,-0.7648004051837264,-0.07650581999888983,8.746912737741338,-6.046611366745921,2.3166806695411683e-8,4.943682144817172e-6,8.261343304903736,bridging fibrosis,4.943682144817172e-6
IGKC,ENSG00000211592,1.4291166276102283,0.25534224573529607,2.6028910094851607,7.846514648788117,6.023034519853377,2.581530854408362e-8,5.37611576125886e-6,8.200311987850778,bridging fibrosis,5.37611576125886e-6
LAMC2,ENSG00000058085,2.7627592314441185,0.4718833716735946,5.053635091214643,-0.5653536484548737,5.965870054216176,3.353712185873518e-8,6.767764467492259e-6,8.160663431755161,bridging fibrosis,6.767764467492259e-6
HSD17B4,ENSG00000133835,-0.3178526299263414,-0.5799724135026041,-0.055732846350078635,9.866309323654777,-5.99871618900373,2.8859099655710938e-8,5.938446875582899e-6,8.003665308663457,bridging fibrosis,5.938446875582899e-6
CRACD,ENSG00000109265,1.542596314037884,0.2382192408270667,2.8469733872487013,1.0234687082948983,5.850344484031957,5.671802644368346e-8,1.031969565346388e-5,7.994236748545359,bridging fibrosis,1.031969565346388e-5
SPARCL1,ENSG00000152583,0.9591487184651261,0.1456544823597521,1.7726429545705,2.9849256665761024,5.832621271192163,6.145401893883918e-8,1.1064924139144119e-5,7.973919923459252,bridging fibrosis,1.1064924139144119e-5
DNAH5,ENSG00000039139,2.1000524091607704,0.3172704720871864,3.8828343462343544,1.758261863864425,5.827257568496891,6.296241147695888e-8,1.1219642086383859e-5,7.969848563051509,bridging fibrosis,1.1219642086383859e-5
ECHDC2,ENSG00000121310,-0.5321691017339287,-0.9737033643888261,-0.09063483907903136,7.41281970209834,-5.962351176431869,3.4080504348352285e-8,6.771051927141026e-6,7.956097007025685,bridging fibrosis,6.771051927141026e-6
NEXN,ENSG00000162614,1.281429010229612,0.189994062996923,2.372863957462301,2.904819526558938,5.808032031158153,6.867395657048694e-8,1.1990195346675422e-5,7.874539448005699,bridging fibrosis,1.1990195346675422e-5
CNDP1,ENSG00000150656,-1.00753904867351,-1.8503447896525183,-0.164733307694502,5.994230326301219,-5.913801025676975,4.25231077444258e-8,8.2579757227278e-6,7.871527042577323,bridging fibrosis,8.2579757227278e-6
ACTA2,ENSG00000107796,0.9092708437760635,0.13654996849509937,1.6819917190570277,4.462823015168443,5.821071410940189,6.474730510762121e-8,1.1419971110053395e-5,7.698283820148279,bridging fibrosis,1.1419971110053395e-5
CAT,ENSG00000121691,-0.4152971973794688,-0.7616166467556977,-0.06897774800323991,10.620313216960206,-5.932181424619486,3.910902721291439e-8,7.681812901991195e-6,7.682193399521344,bridging fibrosis,7.681812901991195e-6
PTGDS,ENSG00000107317,1.8130782337367553,0.25262784394808513,3.3735286235254254,1.6581370366604389,5.74776342894592,9.008116455832784e-8,1.5570529293906967e-5,7.629488514914742,bridging fibrosis,1.5570529293906967e-5
AHNAK,ENSG00000124942,0.31048222353934185,0.05065684106046997,0.5703076060182137,11.419540286448445,5.911360854826784,4.299784871538919e-8,8.2579757227278e-6,7.56752504278105,bridging fibrosis,8.2579757227278e-6
AKR1D1,ENSG00000122787,-0.645485356024248,-1.1883837148497474,-0.10258699719874864,8.289665435700623,-5.881663468614693,4.921032978121245e-8,9.245658155089751e-6,7.54440319364242,bridging fibrosis,9.245658155089751e-6
DCN,ENSG00000011465,0.5586571993121882,0.08809855285914514,1.0292158457652312,8.24101107977037,5.873053385157723,5.117098965221297e-8,9.510651141274207e-6,7.508611552579605,bridging fibrosis,9.510651141274207e-6
TRPC4,ENSG00000133107,3.156649973178728,0.5023641682554487,5.8109357781020075,-2.9022752837965284,5.883165283480709,4.887598881790995e-8,9.245658155089751e-6,7.486250044381133,bridging fibrosis,9.245658155089751e-6
F13B,ENSG00000143278,-0.38827707478026335,-0.7161956050533237,-0.060358544507203016,8.363206154615366,-5.857443348216166,5.492335836831159e-8,1.0099470738258147e-5,7.433248742892,bridging fibrosis,1.0099470738258147e-5
DKK3,ENSG00000050165,1.649015101385189,0.21446044777402085,3.083569754996357,1.7916429074931424,5.686431879254762,1.1856659146376946e-7,1.8631123031375044e-5,7.37972980121384,bridging fibrosis,1.8631123031375044e-5
PODN,ENSG00000174348,1.5383328657837376,0.20051677620844854,2.8761489553590267,2.87575448514577,5.688348691974035,1.1755526638711697e-7,1.8631123031375044e-5,7.363668648309664,bridging fibrosis,1.8631123031375044e-5
DPT,ENSG00000143196,1.9203584742578106,0.24371487929771973,3.5970020692179014,2.018512110821601,5.665964624653623,1.2991192744955488e-7,1.969761110496102e-5,7.3001587642677634,bridging fibrosis,1.969761110496102e-5
IGHV1-18,ENSG00000211945,2.6289025675703446,0.3407641777880581,4.917040957352631,0.677208174533753,5.68361313926035,1.2006930706179557e-7,1.8697279032100327e-5,7.25975604219555,bridging fibrosis,1.8697279032100327e-5
WNK2,ENSG00000165238,1.4162811970996698,0.17733125130918292,2.6552311428901567,2.6792171485211553,5.654940438663602,1.3645737835394273e-7,2.0333325731447416e-5,7.2364818124669,bridging fibrosis,2.0333325731447416e-5
THBS2,ENSG00000186340,1.2670719588853405,0.16557749015296697,2.368566427617714,3.9027392100224785,5.690510982080518,1.1642458446232364e-7,1.8631123031375044e-5,7.231958173540544,bridging fibrosis,1.8631123031375044e-5
COL16A1,ENSG00000084636,1.5238970906652511,0.18726415981678413,2.860530021513718,2.2648450868693684,5.63995696119995,1.458747674758253e-7,2.118861643545916e-5,7.190435325266931,bridging fibrosis,2.118861643545916e-5
ZNF532,ENSG00000074657,0.7179343860215733,0.09016815742489703,1.3457006146182495,3.553117558199445,5.6574290052993454,1.3495212440062951e-7,2.0283891045781578e-5,7.14807281501154,bridging fibrosis,2.0283891045781578e-5
CLEC4M,ENSG00000104938,-1.4217194725523081,-2.6515509431449438,-0.19188800195967226,5.0714938812062895,-5.718743479781954,1.0260562136151139e-7,1.6839303741406646e-5,7.142952265178959,bridging fibrosis,1.6839303741406646e-5
NES,ENSG00000132688,1.041387476325845,0.1255530163211006,1.9572219363305896,2.4587473608340398,5.625066700608337,1.5586422870419268e-7,2.190335929391846e-5,7.122047219813279,bridging fibrosis,2.190335929391846e-5
FCRL5,ENSG00000143297,2.2879091461987016,0.29489314336578354,4.28092514903162,-0.07879835615307683,5.678848663283574,1.2265192800046447e-7,1.892891585257168e-5,7.113597402273041,bridging fibrosis,1.892891585257168e-5
THBS1,ENSG00000137801,0.695450986868647,0.09469555353662107,1.2962064202006731,5.657108871739204,5.7266564116776335,9.903036341607811e-8,1.6781763055361865e-5,7.089095122478259,bridging fibrosis,1.6781763055361865e-5
BCHE,ENSG00000114200,-0.6367085366750731,-1.1857328837012573,-0.08768418964888891,6.201601432489023,-5.73695410074816,9.456024759846381e-8,1.6182909700390567e-5,7.067196115229956,bridging fibrosis,1.6182909700390567e-5
SELENBP1,ENSG00000143416,-0.3749807515758802,-0.6991354864654469,-0.05082601668631348,6.778707202694082,-5.722540990115441,1.0087427505765367e-7,1.6839303741406646e-5,6.945860874686926,bridging fibrosis,1.6839303741406646e-5
NOTCH3,ENSG00000074181,1.1467585220367584,0.12968079025802126,2.1638362538154956,2.4733094603040975,5.577635595790047,1.9236804748107184e-7,2.5921990087777197e-5,6.922086791235733,bridging fibrosis,2.5921990087777197e-5
TTC38,ENSG00000075234,-0.335890530977273,-0.626519121084693,-0.04526194086985297,6.798863420724193,-5.717309889748513,1.0326677446277724e-7,1.6839303741406646e-5,6.921132652412272,bridging fibrosis,1.6839303741406646e-5
ALDH1L2,ENSG00000136010,1.8837668012636823,0.22483173537868129,3.5427018671486836,0.02664896441818422,5.617331555299954,1.613152504155308e-7,2.2486565350261693e-5,6.888222723921438,bridging fibrosis,2.2486565350261693e-5
IGLC2,ENSG00000211677,1.5377896424997914,0.20787500262381475,2.867704282375768,7.688392800719797,5.720124366618237,1.019727038794547e-7,1.6839303741406646e-5,6.865537999202067,bridging fibrosis,1.6839303741406646e-5
PCLO,ENSG00000186472,1.4167996557960714,0.1586530444444354,2.6749462671477073,2.8924617292915094,5.570696487316511,1.983677927880343e-7,2.6026204651665197e-5,6.862994316611151,bridging fibrosis,2.6026204651665197e-5
PTCHD4,ENSG00000244694,2.5306101008177135,0.31115036096239335,4.750069840673033,-1.5359896476049861,5.640404784712054,1.4558427485263515e-7,2.118861643545916e-5,6.698524596624145,bridging fibrosis,2.118861643545916e-5
CYP3A7,ENSG00000160870,1.853624244163637,0.23664736991263857,3.4706011184146357,7.077550173393758,5.670876626152313,1.270956544878854e-7,1.9441136175425654e-5,6.694402824166982,bridging fibrosis,1.9441136175425654e-5
ACSM2B,ENSG00000066813,-0.34700709363592847,-0.648501520477138,-0.04551266679471894,9.36152304335591,-5.693657922109122,1.1479806555804072e-7,1.8544715543651715e-5,6.669495392411239,bridging fibrosis,1.8544715543651715e-5
MXRA8,ENSG00000162576,1.4404711745863177,0.15259169776838433,2.7283506514042513,0.653053289710823,5.533012561031298,2.3429592452060803e-7,2.977797834807875e-5,6.649009504689759,bridging fibrosis,2.977797834807875e-5
SCN7A,ENSG00000136546,1.8939601631939456,0.19398125879654482,3.5939390675913465,1.5801605898054316,5.511370591678526,2.5773542302144475e-7,3.228229555743241e-5,6.646591003665339,bridging fibrosis,3.228229555743241e-5
BCKDHB,ENSG00000083123,-0.44161258858555796,-0.8281531444106284,-0.055072032760487555,7.090326777977056,-5.651694584729385,1.3844546486863825e-7,2.0453246668841127e-5,6.60984358836033,bridging fibrosis,2.0453246668841127e-5
HSDL2,ENSG00000119471,-0.3509360676494885,-0.6591527652912714,-0.04271937000770559,6.565626431790903,-5.632538242669386,1.507706677148948e-7,2.1665969985467236e-5,6.573772088392085,bridging fibrosis,2.1665969985467236e-5
